Test Text,True Label,Top 5 Similar Label 0,Top 5 Similar Label 1
Ayo pak polisi cepat umumkan aktor intelektual & penyokong dana demo ricuh <hashtag>,0,"Trending topic tentang tangkap menangkap ada tangkap prabowo ada <hashtag> ada <hashtag> ada <hashtag> Tangkap kriminalisasi pada novel baswedan kapan ne😂😂
Ini nih kelakuannya . Memfitnah POLRI <hashtag> <hashtag>
Polri: Tangkap Provokator Elite & larang keluar negri . - Tandatangani Petisi !
<username> <username> Asal jangan masukin mantan anggota DPR nanti Kepolisiannya bego
Kapolri Idham Aziz berjanji untuk memberikan pengabdian yang terbaik bagi institusi Polri masyarakat negara dan bangsa . Semangat jendral . Pastikan tidak ada lagi radikalisme di bumi pertiwi ini . <username> <username> <username> <username> <username> <hashtag> <link>
Kereeenn 💪 Tuntaskan kasus Novel Baswedan Pak Kapolri 👊 <hashtag> <link>
kalian mendzolimi aparat polisi namun mereka tetap sabar <hashtag>","Bukti Sikap Mulia kalian2 yang bikin onar tukang hoax fitnah aparat belum sadarkah kalian? tidak malukah kalian? terutama Amien Rais <hashtag>-YutLipu-TaLapan added BARESKRIM POLRI
Yang dicari polisi dikloset pasti otaknya . <hashtag>
Selamat datang d negara +62 . yang ngelawan begal d penjara yang berdemokrasi menyampaikan aspirasi ditangkap dan d kira propokasi dg perlakuan tidak manusiawi . yang mungut karet bekas malah d penjara . Apa kabar para korupsi yang malah disembunyikan para pejabat? <hashtag>
Permisi generasi optimis mau lewat . Politisi tukang sebar fitnah hoax apalagi <hashtag> tolong minggir dulu ya .. <hashtag>
akhirnya terungkap ya mas fatah jangan nangis anak laki harus berkuasa wkwk <hashtag>
Haduuuhhh Gubernur jago banget ngelesnya .... <hashtag> <hashtag> <hashtag>
Ngumpulin koin buat pembangunan gedung KPK? tidak malu apa? Satu lagi yang sudah menjadi budaya Indonesia . MENGEMIS !"
<hashtag> Pohon tidak ditebang untuk Formula E tapi TETAP DITEBANG untuk REVITALISASI . MONAS tetap jadi gundul,1,"Jakarta Banjir Lagi dampak penebangan190 pohon di Monas akibatkan jalan Merdeka Barat pintu masuk Monas BANJIR 25cm an <hashtag>
Proyek revitalisasi Monas dihentikan karena melanggar Keputusan Presiden Nomor 25/1995 tentang Pembangunan Kawasan Medan Merdeka di Wilayah Daerah Khusus Ibu Kota . <hashtag>
Bangsat sampe jam segini belum juga aktif <hashtag> <hashtag> <hashtag> <hashtag>
Bentar lagi bangkrut lu .. <hashtag>
Dah ahh jangan banyak sambat disini Takut nanti diangkat jd mentrinya kabinet pak <username> Hapus jejak digitalnya kebanyakan ... <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
Saat raga ini tidak bisa bersama mendoakan yang terbaik adalah salah satu bentuk dukungan dari jarak yang harus memisahkan . <hashtag>'
Nanti kalo gabener wan aibon si gabecus kerja udah lengser mudah2an gubernur yg akan datang langsung ngebongkar hasil revitalisasi monas sambil teriak PROYEK APA INI GAK GUNA !! GUOBLOK UDH TAU JAKARTA RAWAN BANJIR MALAH LAHAN HIJAU DIBETONIN !! <hashtag> <hashtag>","Hebat ya . Banjir belum teratasi gabener langsung menghancurkan monas . <hashtag> <hashtag>
<username> semangat ?????? jakarta hancur ditangan anies . monas digunduli demi formula ... tragis <hashtag> <hashtag>
Lihat Kondisi Monas Sekarang..!! Mw bilang semakin Bagus ..?? GBLK anda jangan kebangetan <hashtag>
Keren sekali tampilan monas saat ini .... <hashtag> <hashtag>
Sebenarnya kalau dipikir ulang Anies itu baik loh Mencoba menepati janji kampanye . tidak akan ada penggusuran . Tidak menggusur = tidak normalisasi . Ya begini hasilnya .. banjirrrr guyss .. Pimpinan DPR Minta Anies Kebut Normalisasi <hashtag>
Kasus Novel Baswedan sudah mengalami kemajuan Krik ... Krik ... Krik ... Dah setahun lebih tidak ada perkembangan apa pun ! <hashtag>
Mantap Pdi selain save alam, juga save koruptor😁😁😁"
Halo semuanya~ Veneta System lagi butuh <hashtag> ni Silahkan drop CV nya bagi yang berminat . Full Time kantornya ada di daerah mangga dua 😉 Ditunggu ya ^^ <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>,0,"Minta di tapuk mulutmu <username> ... Misal pake Tapuk Online Aku pesen ... <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
<hashtag> PR Nadiem sngt berat .. <username> <username> <link>
Hmmmmm dari keterangan pihak RS Tarakan ini berarti <username> juga harus di periksa . <hashtag> <hashtag>
<username> Soalnya mo dpt g jd mas bro ... 🤣🤣 <hashtag> <hashtag>
<username> Semoga bahagia <hashtag>
Sudah Kudugem. .. !!! 🤔🤔 - <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
<username> <username> Mantap semoga cepat direalisasikan . <hashtag>","Alhamdulillah... <hashtag> dibawah pimpinan <hashtag>
Terima kasih <hashtag> <hashtag> terbaik <username> mobil jadi <hashtag> <hashtag> <hashtag> <hashtag>
<username> Bahagia airnya maju bavotnya <hashtag>
Selamat siang prof .... dungu <hashtag> <hashtag> <hashtag> ... ... ... <hashtag> <hashtag>
plus62 HEBAT <hashtag>
<username> Yang mulia <username> notice tidak yaa . Wkwk
Terbaik dalam bidang penghancuran Jkt <hashtag> <hashtag>"
<username> <username> <username> <username> Mantap bro aq stuju .,0,"<username> <username> <username> Pingin peluuukkkkk .... 😂😂😂😂
<username> <username> <username> untung sekarang udh ga tolol lagi wkwkwk
<username> <username> Tolol
<username> <username> <username> <username> Doclang apa an yak 🤔
<username> Tolol wkwkwk
<username> <username> Gak nangka 😆
<username> Soalnya mo dpt g jd mas bro ... 🤣🤣 <hashtag> <hashtag>","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Wawww ... amanjing bangettttts <hashtag> <hashtag>
<username> <username> <username> hdh mb ini sbnrny [trik nfs sbntr] ini adlh bhs orang pintar [trkekeh] mb bkl susa ngerti awokwokwok
<username> <username> <hashtag> saya TAULAH SIAPA yang SUKA TERIAK2 SAYA NKRI SAYA PANCASILA TAPI SEMUA DIJUALIN DAN MAU saja JADI JONGOS CINA!!!.
<username> Yang mulia <username> notice tidak yaa . Wkwk
<username> <username> <username> Mau elegan? Noh gabung sama nia ramadhani jan sama kita yang sampah .
<username> kepedeannya saya kasih jempol kaki. pasti dah ni contoh warga idaman rezim sontoloyo"
Saat sadar orang berbuat sopan saat tidak sadar jadi tidak sopan sontoloyo,0,"<username> Rezim Cebong sontoloyo membuat rakyat sengsara.. .. !!
<username> Rezim Sontoloyo
<username> Manusia sontoloyo nih ..
kalo udah merasa pintar apapun yg orang lain katakan ternyata bersebrangan pasti di anggap bodo ... Dukung <hashtag>
Susah manusia klo sudah terbiasa berdusta itu sudah menjadi hoby.
<username> <username> kepala SAKIT leher ke bawah gak bakalan enak . pemimpin sontoloyo bawahan bego . 😅😅😅
Jangan menjadi biadab hingga tak punya adab !","<username> kepedeannya saya kasih jempol kaki. pasti dah ni contoh warga idaman rezim sontoloyo
Ooh jelas saya pandai dan lihai menasehati orang lain tapi mendadak bodoh kalau menasehati diri sendiri . :(
Terimah Kasih Rezim Sontoloyo Memang Paling Mantap dan Hebat ! Makin Cinta saja saya sama Rezim ini Semoga Allah SWT Melaknat Kalian Semua Wahai Manusia Durjana
Banyak orang yang terlalu pintar menilai orang lain tapi dia terlalu BODOH untuk menilai dirinya sendiri . <hashtag>
<username> Welcome to Indonesia yang tidak tahu budi sopan santun asal ketus nuduh sembarangan. Dia yang salah ehh dia yang Galak . Allaah Maha Membalas kog buu
Sudah diendors baik2 oleh bapak presiden balasanya menyakitkan tidak punya etika <hashtag>
Kaum terdidik itu harusnya mendidik bukan malah menghardik .!"
Indonesia butuh Presiden bukan tukang lenong & tukang pijit <hashtag>,1,"Siapa pun presidennya yg penting negri ini damai🤗 <hashtag>
Wowo sebut Menkeu diganti menjadi Menteri Pencetak Utang Mereka hasut rakyat supaya pemerintahan Jokowi terlihat jelek . <hashtag>
<hashtag> Jokowi Sang negarawan sejati .. ! Kami tdk punya potongan diktator/otoriter kami tdk punya rekam jejak melanggar HAM masalah kekerasan dan korupsi
<username> untuk PresidenKU yg HANDAL <username> Indonesia MAJU ...
<hashtag> <hashtag> Kedatangan mereka ke Istana dalam rangka mengikuti proses wawancara dengan Presiden Jokowi untuk dijadikan Wakil Menteri di Kabinet Indonesia Maju . <link>
Sebenernya yg jadi presiden RI itu pak <username> atau Lord Luhut sih 😅
Kabinet Indonesia Maju terdiri dari para profesinal dan politisi yg hebat yg akan membuat Indonesia Maju <hashtag> <link>","Bapak <username> mau jadi presiden ?? <hashtag>
Istana Presiden Kebanjiran Luar biasaaaa.. Janji kampanye <username> sudah terealisasi. Sediakan kolam untuk warga Jakarta.! <hashtag>
HIDUP PRESIDEN JOKOWI !! BERANGUS SENIMAN-SENIMAN KONTRA-REVOLUSI MENTAL !!
Assyeeem... Luar biasa ini presiden. Coba kalo ini acaranya ada berjabat negara. Sudah ampruk ini di <username> 🤪 <hashtag>
Maaf sih bapak Jokowi . Indo saat ini BUKAN negara hukum :( Jangan sok tidak tahu bapak <hashtag>
untuk ngurus negara sebesar indonesia ini tidak punya konsep? Katanya udah pengalaman . <hashtag>
Merdekaaa .. jangan pilih pemimpin penghina ulama dan suka sebar hoax"
<username> Pada keseleq kursi .... 🤣🤣 <hashtag>,0,"<username> <username> <username> Pingin peluuukkkkk .... 😂😂😂😂
<username> <username> <username> <username> <username> tinggal pecat ....
<username> WAN Abud penyokong <hashtag>
<username> Setuju <hashtag>
<username> <username> <username> <hashtag>
<username> Kebalikkk ...
<username> <username> <username> <username> Mantaabb.....👍👍","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
adab tapi penyilap ! <hashtag>
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>
<username> Smart dalam mbuang2 anggaran dgn cara pasang-bongkar-pasang? <username> <username> <username> <username> <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Terima kasih <username> sudah membuat orang sakit sekarang semakin sengsara.. Cc <username> <hashtag>
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ..."
MAR ingatkan kader <username> jgn hnya kejar dunia <username> <username> <username> <username> <username> <link>,0,"<username> Ga ada urusan dg <username> sikat terus jangan mundur dukung <username>
<username> <username> <username> <username> Kalau benar kenapa musti takut maju terus <username>
<username> Rapatkan barisan satukan tekad demi Indonesia Damai . <hashtag>
Bersama <hashtag> <username> siap dukung Kabinet 2019-2024 sebagai pengelola <hashtag> . <hashtag> <link>
Ketua Umum PP Pemuda Muhammadiyah <username> Dalam Acara Dialog Prime News <username> Sabtu 26 Oktober 2019 Dengan Tema Kabinet Anti Radikalisme Jokowi Apa Targetnya? <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Alih-alih jadi oposisi setelah kalah bersaing melawan <username> <username> dan <username> justru bergabung dalam barisan pemerintah . Lobi politik seperti apa yang dilakukan Prabowo? Simak dalam collection ""Prabowo Dari Seteru ke Sekutu"" di <link> . <hashtag> <link>
Stop jangan suka memprovokasi sesama bangsa Indonesia <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Permisi generasi optimis mau lewat . Politisi tukang sebar fitnah hoax apalagi <hashtag> tolong minggir dulu ya .. <hashtag>
Merdekaaa .. jangan pilih pemimpin penghina ulama dan suka sebar hoax
Bapak <username> mau jadi presiden ?? <hashtag>
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ...
<username> Partai Allah ?....... Patut dicontoh... Ngamin ngamin... msh mo ngotot anda...
Pencetus kalimat Partai Allah mengEdukasi generasi bangsa untuk saling berujar kebencian <hashtag>"
Jancuk sarkasme keren wkwk <link>,0,"WKWK sarkasme sama litotesnya dapet banget masss :))) <link>
<username> Sarkasme bang biar ente makin dicari
Syuraaaaam <hashtag> <link>
<username> Mantap ... Tarrriiiikkkh mang
<username> BEDA ! HAHA . Yang sama cuma savage dan sarkasme nya
<username> Sarkasme aja lucu bgt drama perlontean garuda .
<username> kenttiiiirrrr koweeee <hashtag>","Yang masih bahagia di tipu itu yang hebat .. hebat dungunya ?? <hashtag> <hashtag>
Wawww ... amanjing bangettttts <hashtag> <hashtag>
<username> Bahagia airnya maju bavotnya <hashtag>
<username> <username> <username> hdh mb ini sbnrny [trik nfs sbntr] ini adlh bhs orang pintar [trkekeh] mb bkl susa ngerti awokwokwok
<username> Mantap coi .....jancuker sejati otak waras....koruptor anjing di pelihara
Selamat siang prof .... dungu <hashtag> <hashtag> <hashtag> ... ... ... <hashtag> <hashtag>
mengagumkan .. sungguh sangat amat transparan .. <hashtag>"
hebat kamu mbak sudah memikirkan,0,"<username> Kamu memang hebat bung 👏👏👏
Kamu tau tidak..? Pasti tidak .. Goblok kamu memang ..
<username> memang mantap kamu nak ! pertahankan
Gayamu asyik senyummu sumringah dan tatapanmu sejuk engkaulah salah satu pemimpin sejati .. btw Kemeja mu selalu bagus pak beli dimana ??? 😅😅👆
Kalo punya otak ya pake dong mbak ! Tolol .
<username> Mantap memang kamu admin
Akhirnya saya mulai mengerti ternyata anda hanya seorang marketing ..","Pintar banget sih mbak ngehancurin mood seseorang
bener kamu andi sukmana putra bener bener bodoh !
Terimakasih bapak Anies kamu hebat ! Bisa membuatku tertawa seharian dengan semua ucapanmu ! ?? semoga panjang umur sehat selalu ya bapak amin
Sungguh berhati mulia sekali kau mas padahal anda juga jomblo: )
SUNGGUH MULIA SEKALI CITA2 MU NENG..JADI PELAKOR...hahahaahaaa kan pianyingen ??????????????????????
Siapakah Kau dalam puisimu <username> jika itu Mbah Moen maka sembrono sekali
Yang pintar tuh cem gerombolan kalian ini drun 🤣 🤣 🤣"
<username> Hanya ada di Rezim sontoloyo,0,"<username> Rezim Sontoloyo
<username> Di era presiden sontoloyo
<username> <username> SONTOLOYO !
<username> <username> Sontoloyo wkw
<username> Yg butuh Nediem hanya rezim Sontoloyo
<username> Semoga makin keliatan rezim sontoloyo ini ..
<username> Manusia sontoloyo nih ..","<username> kepedeannya saya kasih jempol kaki. pasti dah ni contoh warga idaman rezim sontoloyo
<username> <username> <username> <username> pemerintah memang pintar pintar berkilah pintar alesan pntar bohong pintar alibi dll
Terimah Kasih Rezim Sontoloyo Memang Paling Mantap dan Hebat ! Makin Cinta saja saya sama Rezim ini Semoga Allah SWT Melaknat Kalian Semua Wahai Manusia Durjana
<username> Sangat mulia sekali pemerintah untuk semua masyarakat pindah fakultas tata boga biar pada bisa bikin ciloq
sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm ..
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Bapak <username> mau jadi presiden ?? <hashtag>"
<username> <username> tangkap tukang nyinyir Pak,0,"<username> <username> Tukang kerok kan ada ... nih . 👉 <username> 😋
<username> <username> Staf Khusus hehehhehee
<username> <username> <username> <username> <username> tinggal pecat ....
<username> Amanah ya pak <hashtag>
<username> <username> Pemimpin Idolah ..🤗
<username> Kebalikkk ...
<username> tolol😭","solak atau tidak solak bapaknya <username> yang harus bertanggung jawab dari semua ini
Bapak <username> mau jadi presiden ?? <hashtag>
<username> Yang mulia <username> notice tidak yaa . Wkwk
Terima Kasih Pak <username> <hashtag>
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Mantap nih ketua dan dewasny <username> , smangat lindungi koruptor !!
sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm .."
Kadrunnya cuma 3% saja . Alhamdulilah 🙏🙏🙏 <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>,0,"<hashtag> tapi partai dia paling banyak dpt jatah ...
Sudah Kudugem. .. !!! 🤔🤔 - <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Luar biasa AA krn ada <username> yg lama . <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Kemaruk ! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Menang umuk kalah ngamuk !! <hashtag> <hashtag> <hashtag> <hashtag>
<hashtag> PR Nadiem sngt berat .. <username> <username> <link>
Kitong Samua Basudara <hashtag> <hashtag> <hashtag> <hashtag> <link>","Luar biasa ini lah <hashtag> 2020.. Warga jekardah khusus yang Pe'a pasti Heppi krn kecimplung berkah terus.. <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
plus62 HEBAT <hashtag>
Alhamdulillah... <hashtag> dibawah pimpinan <hashtag>
mengagumkan .. sungguh sangat amat transparan .. <hashtag>
Hebat bener anda anus <username> 3x DKI banjir <hashtag> <hashtag> <hashtag> <hashtag>
Yang masih bahagia di tipu itu yang hebat .. hebat dungunya ?? <hashtag> <hashtag>
Terima kasih <hashtag> <hashtag> terbaik <username> mobil jadi <hashtag> <hashtag> <hashtag> <hashtag>"
<username> <username> <username> <username> Dasar kamu min 🙃,0,"<username> <username> <username> <hashtag>
<username> Colek <username> <username> <username>
<username> <username> <username> <username> Mantaabb.....👍👍
<username> tolol😭
<username> <username> Tolol
<username> Mantap memang kamu admin
<username> <username> <username> 😁👆ngeles ala plagiator 😂😂😂","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ...
<username> Yang mulia <username> notice tidak yaa . Wkwk
<username> Partai Allah ?....... Patut dicontoh... Ngamin ngamin... msh mo ngotot anda...
<username> <username> <username> hdh mb ini sbnrny [trik nfs sbntr] ini adlh bhs orang pintar [trkekeh] mb bkl susa ngerti awokwokwok
Hebat bener anda anus <username> 3x DKI banjir <hashtag> <hashtag> <hashtag> <hashtag>
Bapak <username> mau jadi presiden ?? <hashtag>"
